No.,Tag,Namecode,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1,844,ARGYACAC,0,3fbd,4fl,4fl,0,0,0,0,0,0,0,0
2,832,DORYSASS,0,0,0,0,0,2fbd,1fbd,4fl,0,0,0,0
3,879,BALOINOP,2fr,1fr,0,0,0,0,1,0,0,0,3fl,1fl
4,1600,BALOINOP,0,0,0,0,0,0,0,0,0,0,2fl,1fl
5,859,EMMEALPH,,,,,2fr,"2fbd,1fr",3fl,3fl,2fl,2fl,1fl,1fr
6,862,DIPLAUST,0,0,0,0,0,0,0,0,0,0,0,0
7,861,SYZYCREB,0,0,0,0,0,0,0,0,0,0,1fl,0
8,1480,QUINVERD,0,0,0,0,0,0,0,0,0,0,0,0
9,873,SARCSTIP,0,0,0,0,0,0,0,0,0,0,0,0
10,882,VITELIGN,,,,,2fbd,"1fl,1fr",0,1imfr,1fr,2imfr,2imfr,0
11,899,DIPLAUST,3fl,2fr,0,0,0,0,0,0,0,0,0,0
12,1541,SARCSTIP,0,0,0,0,0,0,0,0,0,0,0,0
13,896,HALFKEND,,,,,0,0,0,0,0,0,0,0
14,889,ACROPUBE,1fr,2fbd,2fbd,2fbd,3fbd,2fbd,2fbd,1fbd,1fbd,1fbd,0,0
15,937,ATRABENT,0,0,0,0,0,0,0,2fbd,4fl,1fl,0,0
16,1544,ACROPUBE,0,2fbd,2fbd,2fbd,2fbd,"1fbd,1fl",1fl,0,1fr,0,1fbd,1fl
17,931,ARGYACAC,0,5fbd,5fl,5fl,0,0,0,0,0,0,0,0
18,942,ANTHNITI,,,,,,,,,,,,
19,921,ACROPUBE,0,0,2fbd,2fbd,"2fb,1fl",2fb,2fb,2fb,2fb,2fb,0,0
20,920,ATRABENT,0,0,0,0,0,0,0,3fbd,5fl,0,0,0
21,1431,DIOSPENT,0,0,0,0,0,0,0,0,0,0,0,0
22,918,ATRABENT,0,0,0,0,0,0,0,2fbd,3fl,0,0,0
23,2061,WILKHUEG,0,0,0,0,0,0,0,0,0,0,0,0
24,2138,WILKAUST,0,0,0,0,0,0,0,0,0,0,0,0
25,2091,WILKHUEG,0,0,0,0,0,0,0,0,0,0,0,0
26,955,MISCAUST,0,0,0,0,0,0,0,0,0,0,0,0
27,2099,WILKHUEG,0,0,0,0,0,0,0,0,0,0,0,0
28,958,HELIGLAB,,,,,,,,,0,0,1fr,0
29,959,MISCAUST,0,0,0,0,0,0,0,0,0,0,0,0
30,961,ELATNERV,0,0,0,0,0,0,0,0,0,0,0,0
31,2182,WILKHUEG,0,0,0,0,0,0,0,0,0,0,0,0
32,2178,WILKHUEG,0,0,0,0,0,0,0,0,0,0,0,0
33,2175,WILKAUST,0,0,0,0,0,0,0,0,0,0,0,0
34,972,ELATNERV,0,0,0,0,0,0,0,0,0,0,0,0
35,1546,ARGYACAC,0,5fbd,5fl,5fl,0,0,0,0,0,0,0,0
36,962,EMMEALPH,,,,,2fr,1fr,1fr,1fr,"1fr,1fl",1fl,0,0
37,1020,ACMEINGE,0,0,0,0,0,0,0,0,0,0,0,0
38,1018,DYSOFRAS,5fr,5fr,"3fr,2fb","2fr,2fb","1fr,3fb",3fbd,3fbd,2fl,2imfr,1imfr,1fr,0
39,1019,EUPOLAUR,0,0,0,0,0,0,0,0,0,0,0,0
40,1548,ACMEINGE,0,1fr,1fr,0,0,0,0,1imft,0,0,0,0
41,1550,ELATNERV,0,0,0,0,0,0,0,0,0,0,0,0
42,1067,ARGYTRIF,0,0,3fbd,4fbd,5fbd,2fl,0,0,0,0,0,0
43,1010,CITRMOOR,,,,,,,,,,,,
44,1033,BRACACER,0,0,0,0,0,0,0,0,0,0,0,0
45,1025,BRACACER,0,0,0,0,0,0,0,0,0,5fb,5fl,5fl
46,1031,SYZYCREB,0,0,0,0,0,0,0,0,1fbd,2fbd,5fl,2imft
47,1057,ACMEINGE,0,0,0,0,0,0,0,0,0,0,0,0
48,1061,LITSRETI,,,,,,,,,,,,4imfr
49,1055.1,DYSORUFU,,,,,0,,,,,,,2fr
50,1071,DORYSASS,0,0,0,0,0,2fbd,1fbd,2fl,0,0,0,0
51,1074,BRACACER,0,0,0,0,0,0,0,0,0,0,4fl,4fl
52,1075,ANTHNITI,,,,,,,,,,,,
53,1047,VITELIGN,,,,,0,0,2fl,"1fl,2fr",1fr,1fr,1fr,0
54,1046,ELATNERV,0,0,0,0,0,0,0,0,0,0,0,0
55,1044,EUPOLAUR,1fr,1fr,0,0,0,0,0,0,0,0,0,0
56,1070,ACROSUBE,,,,,0,0,0,0,0,0,0,0
57,1079,DYSORUFU,,,,,0,0,2fr,2imfr,2fr,1fr,1fr,1fr
58,1103,ORITEXCE,4fr,3fr,3fr,0,0,0,0,2fl,0,0,0,0
59,1110,SYZYCREB,4fr,1fr,0,0,0,0,0,0,0,2fbd,5fl,2imft
60,1116,WILKAUST,0,0,0,0,0,0,0,0,0,0,0,0
61,1115,MISCAUST,0,0,0,0,0,0,0,0,0,0,0,0
62,1220,QUINVERD,0,0,0,0,0,0,0,0,0,0,0,0
63,1221,DIPLAUST,2fr,0,0,0,0,0,0,0,0,0,0,0
64,1217,DIPLAUST,1fl,0,0,0,0,0,0,0,0,0,0,0
65,1231,ACMEINGE,0,0,0,0,0,0,0,0,0,0,0,0
66,1122,SYZYCREB,0,0,0,0,0,0,0,0,0,2fbd,5fl,3fr
67,2278,WILKAUST,0,0,0,0,0,0,0,0,0,0,0,0
68,2281,WILKAUST,0,0,0,0,0,0,0,0,0,0,0,0
69,1094,ARGYTRIF,0,0,0,0,0,0,,,,,,
70,1086,SARCSTIP,0,0,0,0,0,0,0,0,0,0,0,0
71,1558,ARGYACAC,0,1fbd,3fl,3fl,0,0,0,0,0,0,0,0
72,1144,HELIGLAB,,,,,0,1fbd,1fl,1fl,1fl,0,0,0
73,1138,ATRABENT,0,0,0,0,0,0,0,2fbd,4fl,0,0,0
74,1133,BALOINOP,0,0,0,0,0,0,0,0,0,0,2fl,0
75,1164,QUINVERD,0,0,0,0,0,0,0,0,0,0,0,0
76,1564,EMMEALPH,,,,,"2fr,1fl",2fbd,"2fbd,2fr",2imfr,3fl,3fl,0,1fr
77,1566,ARGYACAC,,,,5fl,0,2imfr,3fr,3fr,2fr,0,0,0
78,1172,DYSOFRAS,0,0,1fb,0,0,2fb,0,0,0,0,0,0
79,1159,VITELIGN,,,,,0,0,2imfr,2imfr,1imfr,1imfr,1fr,2fbd
80,1160,QUINVERD,0,0,0,0,0,0,0,0,0,0,0,0
81,1176,GUIOSEMI,0,0,0,0,0,0,0,0,0,2fbd,3fbd,3fbd
82,1180,EUPOLAUR,0,0,0,0,0,0,0,0,0,0,0,0
83,2393,ACROPUBE,2fr,4fbd,4fbd,4fbd,4fbd,"3fbd,1fl","4fbd,1fl",2fbd,"1fbd,1fl",0,0,2fbd
84,1205,BRACACER,0,0,0,0,0,0,0,0,0,0,0,0
85,1212,ACMEINGE,0,0,0,0,0,0,1,1,0,0,4fl,4fl
86,1200,ACROOBLO,,,,,0,2fbd,2imfr,0,2imfr,2imfr,2imfr,0
87,,ACROOBLO,,,,,0,0,0,0,0,0,0,0
88,1238,DORYSASS,0,0,0,0,0,2fbd,2fbd,4fl,0,0,0,0
89,2436,QUINVERD,0,0,0,0,0,0,0,0,0,0,0,0
90,1215,EUPOLAUR,1fr,1fr,1fr,1fr,1fr,0,0,0,0,0,0,0
91,1192,ACROPUBE,"2fbd,2fr",4fbd,4fbd,4fbd,4fbd,"4fbd,3fl",2fl,3fl,2fr,1fr,1imfr,1fr
92,1224,ARGYTRIF,,,,,,,0,0,0,0,0,0
93,1226,ARGYTRIF,0,0,2fbd,3fbd,4fbd,2fl,0,0,0,0,0,0
94,1281,EUPOLAUR,0,0,0,0,0,0,0,0,0,0,0,0
95,1282,ELATNERV,0,0,0,0,0,0,0,0,0,0,0,0
96,1277,ORITEXCE,2fr,2fr,0,0,0,0,0,3fl,0,0,0,0
97,1279,SARCSTIP,0,0,0,0,0,0,0,0,0,0,0,0
98,1272,SARCSTIP,0,0,0,0,0,0,0,0,0,0,0,0
99,1248,ORITEXCE,3fr,3fr,2fr,0,0,0,0,3fl,1fl,0,0,0
100,1252,LITSRETI,,,,,0,0,0,0,0,0,0,0
101,1255,ORITEXCE,2fr,2fr,0,0,0,0,0,0,1fl,0,0,0
102,1262,BALOINOP,0,0,0,0,0,0,0,0,0,0,0,0
103,1319,DORYSASS,0,0,0,0,0,2fbd,1fbd,0,0,0,0,0
104,1318,DIOSPENT,0,0,0,0,0,0,0,0,0,0,0,0
105,1313,ATRABENT,0,0,0,0,0,0,0,2fbd,2fl,0,0,0
106,1343,DYSOFRAS,3fr,4fr,3fr,3fr,"2fbd,2fr",3fbd,3fbd,3fl,2fl,0,0,0
107,1349,DIPLAUST,2fr,1rf,0,0,0,0,0,0,0,0,0,0
108,1352,DYSOFRAS,2fr,2fr,2fr,2fr,"2fbd,1fr",0,2fbd,2fl,0,0,1fr,0
109,1372,SYZYCREB,0,0,0,0,0,0,0,0,0,0,2fl,2imft
110,1406,ARGYACAC,0,5fbd,5fl,5fl,0,0,0,0,0,0,0,0
111,1586,VITELIGN,,,,,0,1fbd,1imfr,2imfr,1imfr,2imfr,2fr,0
112,1423,ANTHNITI,,,,,,,,,,,,
113,1414,DIOSPENT,0,0,0,0,0,0,0,0,0,0,0,0
114,1412,HALFKEND,,,,,0,5imfr,2imfr,2imfr,2fr,1fr,1fr,1fr
115,1488,DORYSASS,0,0,0,0,0,1fbd,1fbd,2fl,0,0,0,0
116,1467,SARCSTIP,0,0,0,0,0,0,0,0,0,0,0,0
117,1462,DIOSPENT,,,,,,,,,,,,
118,1456,BALOINOP,0,0,0,0,0,0,0,0,0,0,4fl,0
119,1457,VITELIGN,,,,,0,0,0,0,0,1imfr,1fr,0
120,1453,DYSOFRAS,0,0,0,0,0,2fbd,1fbd,0,0,0,0,0
121,1450,ORITEXCE,2fr,1fr,0,0,0,0,0,0,2fl,0,0,0
122,1512,BEILELLI,,,,,0,0,0,0,0,0,0,0
123,1523,EMMEALPH,,,,,,,,,,,,
124,1524,GUIOSEMI,0,0,0,0,0,0,0,0,0,1fl,1fl,0
125,1528,BRACACER,0,0,0,0,0,0,0,0,0,0,0,0
126,1596,DIOSPENT,0,0,0,0,0,0,0,0,0,0,0,0
127,1598,ARGYTRIF,0,0,2fbd,2fbd,2fbd,0,0,0,0,0,0,0
128,1599,MISCAUST,0,0,0,0,0,0,0,0,0,0,0,0
129,929,ACROPUBE,,,,,,,,,,,,
130,1573,ARGYTRIF,0,0,3fbd,3fbd,2fbd,2fbd,0,0,0,0,0,0
131,1278,DIOSPENT,0,0,0,0,0,0,0,0,0,0,0,0
132,1801,LITSRETI,,,,,,,,,,,,
133,1183,ORITEXCE,,,,,,,,,,,,
134,1290,ORITEXCE,,,,,,,,,,,,
135,1545,ORITEXCE,,,,,,,,,,,,
